timestamp,total_beds,occupied_beds,available_beds,total_icu_beds,occupied_icu_beds,available_icu_beds,total_doctors,available_doctors,total_nurses,available_nurses,ventilators_total,ventilators_in_use,oxygen_units_total,oxygen_units_in_use,incoming_patients,discharged_patients,emergency_cases,opd_cases,avg_wait_time_minutes,avg_treatment_time_minutes,bed_turnover_rate,resource_utilization_rate,icu_utilization_rate,staff_load_ratio,emergency_pressure_score
2023-02-02 04:00:00,300,297,3,50,50,0,80,6,150,0,40,29,100,63,1,2,2,1,5,52.43,0.0067,0.9900,1.0000,-18.5625,30.80
2023-02-02 05:00:00,300,300,0,50,50,0,80,0,150,0,40,38,100,86,5,2,4,2,84,87,0.0067,1.0000,1.0000,-16.6667,31.60
2023-02-02 06:00:00,300,299,1,50,50,0,80,22,150,20,40,34,100,87,5,6,3,24,5,55.65,0.0200,0.9967,1.0000,6.9535,31.20
2023-02-02 07:00:00,300,300,0,50,50,0,80,21,150,39,40,31,100,100,15,13,3,21,17.23,61.68,0.0433,1.0000,1.0000,4.9180,31.20
2023-02-02 08:00:00,300,296,4,50,50,0,80,21,150,28,40,37,100,75,9,13,4,15,9.14,53.91,0.0433,0.9867,1.0000,5.9200,31.60
2023-02-02 09:00:00,300,300,0,50,50,0,80,25,150,20,40,29,100,100,22,16,5,39,29.69,63.96,0.0533,1.0000,1.0000,6.5217,32.00
2023-02-02 10:00:00,300,299,1,50,50,0,80,21,150,30,40,31,100,73,17,18,13,34,34.59,60.95,0.0600,0.9967,1.0000,5.7500,35.20
2023-02-02 11:00:00,300,300,0,50,50,0,80,21,150,20,40,29,100,100,23,15,13,27,36.68,64.95,0.0500,1.0000,1.0000,7.1429,35.20
2023-02-02 12:00:00,300,293,7,50,50,0,80,23,150,23,40,34,100,61,11,18,14,27,22.88,52.92,0.0600,0.9767,1.0000,6.2340,35.60
2023-02-02 13:00:00,300,300,0,50,50,0,80,16,150,39,40,30,100,92,19,12,8,34,33.76,58.35,0.0400,1.0000,1.0000,5.3571,33.20
2023-02-02 14:00:00,300,300,0,50,50,0,80,20,150,20,40,29,100,97,22,12,6,28,34.71,65.43,0.0400,1.0000,1.0000,7.3171,32.40
2023-02-02 15:00:00,300,300,0,50,50,0,80,25,150,29,40,26,100,68,11,11,5,37,25.35,58.96,0.0367,1.0000,1.0000,5.4545,32.00
2023-02-02 16:00:00,300,299,1,50,50,0,80,17,150,30,40,34,100,100,17,18,15,39,32.17,69.17,0.0600,0.9967,1.0000,6.2292,36.00
2023-02-02 17:00:00,300,300,0,50,50,0,80,18,150,26,40,37,100,100,22,9,6,32,39.37,69.58,0.0300,1.0000,1.0000,6.6667,32.40
2023-02-02 18:00:00,300,300,0,50,50,0,80,15,150,20,40,36,100,100,8,5,4,14,15.5,57.25,0.0167,1.0000,1.0000,8.3333,31.60
2023-02-02 19:00:00,300,300,0,50,50,0,80,17,150,27,40,35,100,60,12,11,7,25,18,58.94,0.0367,1.0000,1.0000,6.6667,32.80
2023-02-02 20:00:00,300,298,2,50,50,0,80,24,150,30,40,39,100,100,12,14,6,20,11.2,56.2,0.0467,0.9933,1.0000,5.4182,32.40
2023-02-02 21:00:00,300,300,0,50,50,0,80,25,150,33,40,25,100,72,11,6,3,19,7.35,61.58,0.0200,1.0000,1.0000,5.0847,31.20
2023-02-02 22:00:00,300,300,0,50,50,0,80,5,150,0,40,40,100,62,3,1,3,2,9.5,68.5,0.0033,1.0000,1.0000,-15.7895,31.20
2023-02-02 23:00:00,300,300,0,50,50,0,80,0,150,0,40,27,100,92,4,1,0,2,62,70,0.0033,1.0000,1.0000,-17.6471,30.00
2023-02-03 00:00:00,300,300,0,50,50,0,80,3,150,0,40,38,100,93,4,2,1,1,16,63.25,0.0067,1.0000,1.0000,-42.8571,30.40
2023-02-03 01:00:00,300,300,0,50,50,0,80,3,150,0,40,31,100,96,3,2,3,0,17.25,61.75,0.0067,1.0000,1.0000,-21.4286,31.20
2023-02-03 02:00:00,300,300,0,50,50,0,80,0,150,0,40,26,100,95,3,2,0,1,5,54,0.0067,1.0000,1.0000,-9.6774,30.00
2023-02-03 03:00:00,300,300,0,50,50,0,80,0,150,0,40,28,100,100,4,2,3,0,66,84,0.0067,1.0000,1.0000,-23.0769,31.20
2023-02-03 04:00:00,300,300,0,50,50,0,80,0,150,0,40,38,100,99,4,3,2,1,5,58,0.0100,1.0000,1.0000,-17.6471,30.80
2023-02-03 05:00:00,300,298,2,50,50,0,80,2,150,0,40,29,100,75,1,3,1,0,12,62.67,0.0100,0.9933,1.0000,-12.9565,30.40
2023-02-03 06:00:00,300,290,10,50,50,0,80,26,150,38,40,26,100,68,5,13,3,14,9.78,67.56,0.0433,0.9667,1.0000,4.4615,31.20
2023-02-03 07:00:00,300,293,7,50,50,0,80,22,150,30,40,39,100,100,14,11,4,25,12.13,51.87,0.0367,0.9767,1.0000,5.5283,31.60
2023-02-03 08:00:00,300,294,6,50,50,0,80,22,150,29,40,38,100,69,14,13,4,21,14.13,54.87,0.0433,0.9800,1.0000,5.6538,31.60
2023-02-03 09:00:00,300,300,0,50,50,0,80,21,150,39,40,35,100,72,22,14,6,28,34,67.36,0.0467,1.0000,1.0000,4.9180,32.40
2023-02-03 10:00:00,300,299,1,50,50,0,80,24,150,39,40,36,100,100,18,19,6,38,26.8,54.2,0.0633,0.9967,1.0000,4.6719,32.40
2023-02-03 11:00:00,300,300,0,50,50,0,80,19,150,35,40,26,100,87,20,15,10,39,33,58.5,0.0500,1.0000,1.0000,5.4545,34.00
2023-02-03 12:00:00,300,296,4,50,50,0,80,25,150,28,40,32,100,67,10,14,7,36,28.77,69.35,0.0467,0.9867,1.0000,5.4815,32.80
2023-02-03 13:00:00,300,294,6,50,50,0,80,21,150,26,40,31,100,71,12,14,12,26,30.18,57.73,0.0467,0.9800,1.0000,6.1250,34.80
2023-02-03 14:00:00,300,300,0,50,50,0,80,17,150,39,40,34,100,88,22,9,14,38,35.33,58.89,0.0300,1.0000,1.0000,5.2632,35.60
2023-02-03 15:00:00,300,300,0,50,50,0,80,21,150,27,40,37,100,100,18,17,5,24,34.27,62.14,0.0567,1.0000,1.0000,6.1224,32.00
2023-02-03 16:00:00,300,300,0,50,50,0,80,20,150,24,40,33,100,100,21,15,11,21,32,71.62,0.0500,1.0000,1.0000,6.6667,34.40
2023-02-03 17:00:00,300,300,0,50,50,0,80,16,150,25,40,31,100,100,11,8,9,40,24.71,70.65,0.0267,1.0000,1.0000,7.1429,33.60
2023-02-03 18:00:00,300,299,1,50,50,0,80,25,150,36,40,36,100,91,7,8,7,11,11.04,71.35,0.0267,0.9967,1.0000,4.8226,32.80
2023-02-03 19:00:00,300,300,0,50,50,0,80,25,150,32,40,39,100,100,12,6,3,24,15.92,55.58,0.0200,1.0000,1.0000,5.1724,31.20
2023-02-03 20:00:00,300,295,5,50,50,0,80,24,150,39,40,39,100,100,9,14,6,13,5.4,64.2,0.0467,0.9833,1.0000,4.6094,32.40
2023-02-03 21:00:00,300,300,0,50,50,0,80,18,150,31,40,37,100,100,14,9,3,21,19.05,70.79,0.0300,1.0000,1.0000,6.0000,31.20
2023-02-03 22:00:00,300,300,0,50,50,0,80,4,150,0,40,38,100,73,4,3,2,2,22,69,0.0100,1.0000,1.0000,-13.0435,30.80
2023-02-03 23:00:00,300,300,0,50,50,0,80,1,150,0,40,33,100,67,3,2,3,1,22.5,59.5,0.0067,1.0000,1.0000,-11.1111,31.20
2023-02-04 00:00:00,300,300,0,50,50,0,80,4,150,0,40,26,100,100,5,2,2,0,22,60,0.0067,1.0000,1.0000,-21.4286,30.80
2023-02-04 01:00:00,300,299,1,50,50,0,80,2,150,0,40,39,100,100,2,3,4,2,14,68.67,0.0100,0.9967,1.0000,-29.9000,31.60
2023-02-04 02:00:00,300,300,0,50,50,0,80,0,150,0,40,35,100,66,5,3,4,1,5,48,0.0100,1.0000,1.0000,-20.0000,31.60
2023-02-04 03:00:00,300,300,0,50,50,0,80,4,150,0,40,32,100,79,2,2,0,2,10,53,0.0067,1.0000,1.0000,-25.0000,30.00
2023-02-04 04:00:00,300,300,0,50,50,0,80,1,150,0,40,25,100,73,5,2,1,0,37.5,71.5,0.0067,1.0000,1.0000,-33.3333,30.40
2023-02-04 05:00:00,300,300,0,50,50,0,80,0,150,0,40,28,100,100,2,1,4,2,39,72,0.0033,1.0000,1.0000,-12.5000,31.60
2023-02-04 06:00:00,300,300,0,50,50,0,80,16,150,29,40,40,100,100,14,12,5,5,15.35,66.47,0.0400,1.0000,1.0000,6.5217,32.00
2023-02-04 07:00:00,300,298,2,50,50,0,80,16,150,31,40,32,100,95,10,12,8,4,11.82,58.35,0.0400,0.9933,1.0000,6.2083,33.20
2023-02-04 08:00:00,300,289,11,50,50,0,80,25,150,37,40,26,100,98,6,15,7,7,13.46,51.35,0.0500,0.9633,1.0000,4.5873,32.80
2023-02-04 09:00:00,300,294,6,50,50,0,80,20,150,37,40,38,100,100,22,17,15,7,37.71,57.57,0.0567,0.9800,1.0000,5.0690,36.00
2023-02-04 10:00:00,300,298,2,50,50,0,80,19,150,22,40,35,100,78,15,11,11,7,36.25,61.75,0.0367,0.9933,1.0000,7.0952,34.40
2023-02-04 11:00:00,300,297,3,50,50,0,80,23,150,32,40,30,100,77,10,11,9,7,28.25,60.88,0.0367,0.9900,1.0000,5.3036,33.60
2023-02-04 12:00:00,300,300,0,50,50,0,80,19,150,23,40,26,100,74,24,9,14,10,33,70.5,0.0300,1.0000,1.0000,6.9767,35.60
2023-02-04 13:00:00,300,300,0,50,50,0,80,17,150,28,40,39,100,73,25,13,15,7,38.83,59.17,0.0433,1.0000,1.0000,6.5217,36.00
2023-02-04 14:00:00,300,300,0,50,50,0,80,20,150,23,40,35,100,62,11,11,13,10,32.86,55.1,0.0367,1.0000,1.0000,6.8182,35.20
2023-02-04 15:00:00,300,300,0,50,50,0,80,17,150,25,40,39,100,92,15,13,10,5,34.5,62.78,0.0433,1.0000,1.0000,6.9767,34.00
2023-02-04 16:00:00,300,300,0,50,50,0,80,17,150,40,40,39,100,95,21,18,8,9,37.5,66.22,0.0600,1.0000,1.0000,5.1724,33.20
2023-02-04 17:00:00,300,294,6,50,50,0,80,19,150,33,40,36,100,73,10,16,9,5,25.5,54.25,0.0533,0.9800,1.0000,5.5472,33.60
2023-02-04 18:00:00,300,293,7,50,50,0,80,18,150,38,40,33,100,77,6,7,3,6,5.74,63.79,0.0233,0.9767,1.0000,5.1404,31.20
2023-02-04 19:00:00,300,298,2,50,50,0,80,20,150,38,40,31,100,72,11,6,7,7,15.86,56.67,0.0200,0.9933,1.0000,5.0508,32.80
2023-02-04 20:00:00,300,294,6,50,50,0,80,16,150,40,40,30,100,100,9,13,3,6,17.94,64.88,0.0433,0.9800,1.0000,5.1579,31.20
2023-02-04 21:00:00,300,300,0,50,50,0,80,19,150,29,40,29,100,74,14,8,3,8,16.5,65.75,0.0267,1.0000,1.0000,6.1224,31.20
2023-02-04 22:00:00,300,300,0,50,50,0,80,2,150,0,40,36,100,71,3,1,1,2,21,68.67,0.0033,1.0000,1.0000,-37.5000,30.40
2023-02-04 23:00:00,300,300,0,50,50,0,80,4,150,0,40,37,100,100,3,1,4,0,9,57,0.0033,1.0000,1.0000,-20.0000,31.60
2023-02-05 00:00:00,300,300,0,50,50,0,80,0,150,0,40,31,100,77,1,1,1,1,5,63.5,0.0033,1.0000,1.0000,-12.5000,30.40
2023-02-05 01:00:00,300,300,0,50,50,0,80,0,150,0,40,28,100,65,5,2,4,1,Infinity,Infinity,0.0067,1.0000,1.0000,-10.7143,31.60
2023-02-05 02:00:00,300,300,0,50,50,0,80,2,150,0,40,38,100,67,5,2,4,2,35,71.67,0.0067,1.0000,1.0000,-15.0000,31.60
2023-02-05 03:00:00,300,300,0,50,50,0,80,1,150,0,40,31,100,60,5,3,3,2,43.5,58.5,0.0100,1.0000,1.0000,-12.5000,31.20
2023-02-05 04:00:00,300,298,2,50,50,0,80,0,150,0,40,29,100,100,1,3,0,2,5,56,0.0100,0.9933,1.0000,-9.6129,30.00
2023-02-05 05:00:00,300,300,0,50,50,0,80,2,150,0,40,39,100,96,3,1,3,0,21,63,0.0033,1.0000,1.0000,-23.0769,31.20
2023-02-05 06:00:00,300,300,0,50,50,0,80,23,150,26,40,30,100,100,13,10,8,3,12.13,65.67,0.0333,1.0000,1.0000,6.0000,33.20
2023-02-05 07:00:00,300,300,0,50,50,0,80,25,150,35,40,25,100,100,10,9,8,5,12.77,51.54,0.0300,1.0000,1.0000,4.9180,33.20
2023-02-05 08:00:00,300,300,0,50,50,0,80,17,150,25,40,32,100,61,15,11,6,5,20.5,60.67,0.0367,1.0000,1.0000,6.9767,32.40
2023-02-05 09:00:00,300,300,0,50,50,0,80,15,150,33,40,39,100,71,10,10,15,8,32.38,67.69,0.0333,1.0000,1.0000,6.1224,36.00
2023-02-05 10:00:00,300,300,0,50,50,0,80,21,150,24,40,38,100,80,19,10,6,8,34.95,55.36,0.0333,1.0000,1.0000,6.5217,32.40
2023-02-05 11:00:00,300,300,0,50,50,0,80,17,150,38,40,33,100,100,24,16,7,6,38,65.94,0.0533,1.0000,1.0000,5.3571,32.80
2023-02-05 12:00:00,300,293,7,50,50,0,80,17,150,24,40,37,100,71,13,20,8,8,26.83,63.22,0.0667,0.9767,1.0000,6.9762,33.20
2023-02-05 13:00:00,300,293,7,50,50,0,80,19,150,40,40,37,100,100,15,15,8,10,30.25,67,0.0500,0.9767,1.0000,4.8833,33.20
2023-02-05 14:00:00,300,295,5,50,50,0,80,20,150,22,40,34,100,72,10,8,13,9,31.14,65.1,0.0267,0.9833,1.0000,6.8605,35.20
2023-02-05 15:00:00,300,300,0,50,50,0,80,22,150,25,40,34,100,100,25,8,15,5,35.3,71.26,0.0267,1.0000,1.0000,6.2500,36.00
2023-02-05 16:00:00,300,300,0,50,50,0,80,16,150,28,40,34,100,100,19,12,14,8,34.76,70.12,0.0400,1.0000,1.0000,6.6667,35.60
2023-02-05 17:00:00,300,297,3,50,50,0,80,18,150,26,40,35,100,100,11,14,7,7,31.68,62.84,0.0467,0.9900,1.0000,6.6000,32.80
2023-02-05 18:00:00,300,300,0,50,50,0,80,24,150,35,40,27,100,78,14,6,7,8,9.4,71.4,0.0200,1.0000,1.0000,5.0000,32.80
2023-02-05 19:00:00,300,300,0,50,50,0,80,24,150,35,40,33,100,61,12,6,7,4,11.2,64.4,0.0200,1.0000,1.0000,5.0000,32.80
2023-02-05 20:00:00,300,294,6,50,50,0,80,16,150,30,40,27,100,79,6,12,8,6,10.29,71.35,0.0400,0.9800,1.0000,6.2553,33.20
2023-02-05 21:00:00,300,295,5,50,50,0,80,18,150,41,40,38,100,100,10,9,8,6,9.89,67.11,0.0300,0.9833,1.0000,4.9167,33.20
2023-02-05 22:00:00,300,299,1,50,50,0,80,3,150,0,40,28,100,61,5,1,0,0,21.75,66,0.0033,0.9967,1.0000,-14.2381,30.00
2023-02-05 23:00:00,300,300,0,50,50,0,80,0,150,0,40,29,100,77,5,2,1,2,5,52,0.0067,1.0000,1.0000,-20.0000,30.40
2023-02-06 00:00:00,300,300,0,50,50,0,80,3,150,0,40,25,100,84,1,1,1,1,10.75,67.25,0.0033,1.0000,1.0000,-11.5385,30.40
2023-02-06 01:00:00,300,300,0,50,50,0,80,5,150,0,40,29,100,91,1,1,3,0,5,69.5,0.0033,1.0000,1.0000,-20.0000,31.20
2023-02-06 02:00:00,300,300,0,50,50,0,80,0,150,0,40,38,100,82,3,1,0,1,5,50,0.0033,1.0000,1.0000,-10.0000,30.00
2023-02-06 03:00:00,300,300,0,50,50,0,80,0,150,0,40,36,100,80,1,1,1,1,Infinity,Infinity,0.0033,1.0000,1.0000,-25.0000,30.40
2023-02-06 04:00:00,300,300,0,50,50,0,80,4,150,0,40,29,100,100,5,1,1,1,22,62,0.0033,1.0000,1.0000,-30.0000,30.40
2023-02-06 05:00:00,300,300,0,50,50,0,80,0,150,0,40,39,100,66,4,3,4,2,5,48,0.0100,1.0000,1.0000,-21.4286,31.60
2023-02-06 06:00:00,300,300,0,50,50,0,80,20,150,37,40,37,100,100,9,5,7,25,11.43,64.67,0.0167,1.0000,1.0000,5.1724,32.80
2023-02-06 07:00:00,300,300,0,50,50,0,80,18,150,35,40,27,100,93,14,14,6,13,21.05,61.58,0.0467,1.0000,1.0000,5.5556,32.40
2023-02-06 08:00:00,300,299,1,50,50,0,80,25,150,37,40,26,100,100,13,14,4,20,17.5,61.77,0.0467,0.9967,1.0000,4.7460,31.60
2023-02-06 09:00:00,300,300,0,50,50,0,80,21,150,20,40,35,100,100,25,19,5,38,36.05,68.14,0.0633,1.0000,1.0000,7.1429,32.00
2023-02-06 10:00:00,300,300,0,50,50,0,80,25,150,35,40,30,100,100,22,18,6,36,30.69,51.15,0.0600,1.0000,1.0000,4.9180,32.40
2023-02-06 11:00:00,300,300,0,50,50,0,80,15,150,25,40,29,100,64,19,13,12,29,37.81,61.75,0.0433,1.0000,1.0000,7.3171,34.80
2023-02-06 12:00:00,300,300,0,50,50,0,80,16,150,39,40,25,100,78,25,8,7,38,46.06,56.06,0.0267,1.0000,1.0000,5.3571,32.80
2023-02-06 13:00:00,300,296,4,50,50,0,80,20,150,23,40,26,100,90,13,17,11,33,33.29,70.62,0.0567,0.9867,1.0000,6.7273,34.40
2023-02-06 14:00:00,300,298,2,50,50,0,80,24,150,26,40,33,100,76,14,12,5,35,23.4,71,0.0400,0.9933,1.0000,5.8431,32.00
2023-02-06 15:00:00,300,300,0,50,50,0,80,17,150,36,40,26,100,80,16,11,12,32,38.33,60.33,0.0367,1.0000,1.0000,5.5556,34.80
2023-02-06 16:00:00,300,300,0,50,50,0,80,21,150,39,40,34,100,100,23,13,5,33,30.68,56.14,0.0433,1.0000,1.0000,4.9180,32.00
2023-02-06 17:00:00,300,300,0,50,50,0,80,20,150,37,40,34,100,99,20,12,11,34,35.29,52.62,0.0400,1.0000,1.0000,5.1724,34.40
2023-02-06 18:00:00,300,300,0,50,50,0,80,23,150,25,40,36,100,71,11,10,4,17,6.88,58.83,0.0333,1.0000,1.0000,6.1224,31.60
2023-02-06 19:00:00,300,300,0,50,50,0,80,15,150,20,40,28,100,94,11,9,4,10,10.31,54.25,0.0300,1.0000,1.0000,8.3333,31.60
2023-02-06 20:00:00,300,297,3,50,50,0,80,25,150,22,40,27,100,64,5,8,3,10,9.88,51.58,0.0267,0.9900,1.0000,6.1875,31.20
2023-02-06 21:00:00,300,300,0,50,50,0,80,16,150,36,40,39,100,100,12,9,5,18,12.59,67.47,0.0300,1.0000,1.0000,5.6604,32.00
2023-02-06 22:00:00,300,298,2,50,50,0,80,2,150,0,40,37,100,97,1,3,4,0,15,75.67,0.0100,0.9933,1.0000,-13.5455,31.60
2023-02-06 23:00:00,300,298,2,50,50,0,80,0,150,0,40,31,100,97,1,1,2,0,5,64,0.0033,0.9933,1.0000,-14.9000,30.80
2023-02-07 00:00:00,300,296,4,50,50,0,80,1,150,0,40,35,100,64,1,3,1,1,13.5,66.5,0.0100,0.9867,1.0000,-42.2857,30.40
2023-02-07 01:00:00,300,297,3,50,50,0,80,5,150,0,40,26,100,83,4,3,4,2,18,71.33,0.0100,0.9900,1.0000,-24.7500,31.60
2023-02-07 02:00:00,300,297,3,50,50,0,80,0,150,0,40,31,100,100,3,3,1,0,5,60,0.0100,0.9900,1.0000,-9.9000,30.40
2023-02-07 03:00:00,300,298,2,50,50,0,80,3,150,0,40,38,100,99,2,1,1,1,14.5,52.25,0.0033,0.9933,1.0000,-12.4167,30.40
2023-02-07 04:00:00,300,298,2,50,50,0,80,0,150,0,40,31,100,63,2,2,2,0,5,50,0.0067,0.9933,1.0000,-15.6842,30.80
2023-02-07 05:00:00,300,300,0,50,50,0,80,0,150,0,40,27,100,100,4,1,3,1,63,82,0.0033,1.0000,1.0000,-11.1111,31.20
2023-02-07 06:00:00,300,300,0,50,50,0,80,20,150,23,40,26,100,69,14,6,5,21,20,62.19,0.0200,1.0000,1.0000,6.8182,32.00
2023-02-07 07:00:00,300,300,0,50,50,0,80,19,150,39,40,29,100,92,15,5,7,21,14.25,56.75,0.0167,1.0000,1.0000,5.0847,32.80
2023-02-07 08:00:00,300,294,6,50,50,0,80,16,150,35,40,30,100,71,9,15,4,11,17.94,64.18,0.0500,0.9800,1.0000,5.6538,31.60
2023-02-07 09:00:00,300,297,3,50,50,0,80,22,150,33,40,32,100,100,17,14,7,27,30.09,67.52,0.0467,0.9900,1.0000,5.3036,32.80
2023-02-07 10:00:00,300,300,0,50,50,0,80,15,150,36,40,37,100,81,25,11,12,33,45.44,65.75,0.0367,1.0000,1.0000,5.7692,34.80
2023-02-07 11:00:00,300,300,0,50,50,0,80,18,150,31,40,36,100,60,15,9,14,24,36.84,60.68,0.0300,1.0000,1.0000,6.0000,35.60
2023-02-07 12:00:00,300,300,0,50,50,0,80,22,150,22,40,28,100,81,11,10,13,32,26.17,65.83,0.0333,1.0000,1.0000,6.6667,35.20
2023-02-07 13:00:00,300,294,6,50,50,0,80,21,150,27,40,28,100,100,11,17,15,34,32.5,67.41,0.0567,0.9800,1.0000,6.0000,36.00
2023-02-07 14:00:00,300,300,0,50,50,0,80,20,150,24,40,30,100,87,25,9,10,20,42.86,61.38,0.0300,1.0000,1.0000,6.6667,34.00
2023-02-07 15:00:00,300,298,2,50,50,0,80,17,150,31,40,28,100,100,10,12,8,31,24.33,53.22,0.0400,0.9933,1.0000,6.0816,33.20
2023-02-07 16:00:00,300,295,5,50,50,0,80,22,150,34,40,26,100,64,14,17,5,36,25.13,69.09,0.0567,0.9833,1.0000,5.1754,32.00
2023-02-07 17:00:00,300,294,6,50,50,0,80,19,150,30,40,32,100,65,18,19,10,40,38.5,52.5,0.0633,0.9800,1.0000,5.8800,34.00
2023-02-07 18:00:00,300,290,10,50,50,0,80,21,150,25,40,38,100,63,8,12,4,10,5.45,64.91,0.0400,0.9667,1.0000,6.1702,31.60
2023-02-07 19:00:00,300,284,16,50,50,0,80,24,150,31,40,28,100,92,6,12,6,14,7.6,57.2,0.0400,0.9467,1.0000,5.0714,32.40
2023-02-07 20:00:00,300,282,18,50,50,0,80,19,150,30,40,33,100,68,8,10,5,25,11,51.25,0.0333,0.9400,1.0000,5.6400,32.00
2023-02-07 21:00:00,300,288,12,50,50,0,80,23,150,44,40,33,100,67,13,7,8,11,10.13,67.67,0.0233,0.9600,1.0000,4.2353,33.20
2023-02-07 22:00:00,300,287,13,50,50,0,80,1,150,0,40,27,100,100,1,2,1,2,7.5,56.5,0.0067,0.9567,1.0000,-41.0000,30.40
2023-02-07 23:00:00,300,288,12,50,50,0,80,6,150,0,40,40,100,99,2,1,2,2,12.29,51.43,0.0033,0.9600,1.0000,Infinity,30.80
2023-02-08 00:00:00,300,291,9,50,50,0,80,0,150,0,40,34,100,99,5,2,3,0,5,36,0.0067,0.9700,1.0000,-16.1667,31.20
2023-02-08 01:00:00,300,294,6,50,50,0,80,6,150,0,40,30,100,87,4,1,3,2,15.57,72.14,0.0033,0.9800,1.0000,-73.5000,31.20
2023-02-08 02:00:00,300,298,2,50,50,0,80,4,150,0,40,39,100,67,5,1,0,0,17,66,0.0033,0.9933,1.0000,-13.5455,30.00
2023-02-08 03:00:00,300,298,2,50,50,0,80,0,150,0,40,27,100,62,2,2,0,2,Infinity,NaN,0.0067,0.9933,1.0000,-11.4615,30.00
2023-02-08 04:00:00,300,300,0,50,50,0,80,0,150,0,40,37,100,66,5,2,4,1,5,47,0.0067,1.0000,1.0000,-14.2857,31.60
2023-02-08 05:00:00,300,300,0,50,50,0,80,4,150,0,40,38,100,100,4,2,2,0,19,67,0.0067,1.0000,1.0000,-60.0000,30.80
2023-02-08 06:00:00,300,300,0,50,50,0,80,25,150,20,40,38,100,100,9,5,6,10,13.19,71.15,0.0167,1.0000,1.0000,6.5217,32.40
2023-02-08 07:00:00,300,299,1,50,50,0,80,19,150,21,40,27,100,98,6,7,8,23,8.5,63,0.0233,0.9967,1.0000,7.2927,33.20
2023-02-08 08:00:00,300,299,1,50,50,0,80,24,150,30,40,39,100,86,7,7,7,21,14.2,60.4,0.0233,0.9967,1.0000,5.4364,32.80
2023-02-08 09:00:00,300,299,1,50,50,0,80,21,150,31,40,28,100,100,19,19,6,40,29.95,67.36,0.0633,0.9967,1.0000,5.6415,32.40
2023-02-08 10:00:00,300,300,0,50,50,0,80,21,150,28,40,39,100,86,17,11,9,40,29.59,58.05,0.0367,1.0000,1.0000,6.0000,33.60
2023-02-08 11:00:00,300,300,0,50,50,0,80,24,150,31,40,37,100,100,19,15,6,21,35.4,70.2,0.0500,1.0000,1.0000,5.3571,32.40
2023-02-08 12:00:00,300,300,0,50,50,0,80,22,150,20,40,36,100,72,25,15,8,21,31.3,61.74,0.0500,1.0000,1.0000,6.9767,33.20
2023-02-08 13:00:00,300,300,0,50,50,0,80,24,150,37,40,33,100,65,20,17,5,38,27,71,0.0567,1.0000,1.0000,4.8387,32.00
2023-02-08 14:00:00,300,300,0,50,50,0,80,21,150,37,40,29,100,100,22,12,6,40,39,69.36,0.0400,1.0000,1.0000,5.0847,32.40
2023-02-08 15:00:00,300,300,0,50,50,0,80,23,150,24,40,33,100,93,21,18,8,34,29.13,55.67,0.0600,1.0000,1.0000,6.2500,33.20
2023-02-08 16:00:00,300,299,1,50,50,0,80,16,150,28,40,35,100,100,15,16,9,40,35.24,52.65,0.0533,0.9967,1.0000,6.6444,33.60
2023-02-08 17:00:00,300,291,9,50,50,0,80,27,150,27,40,25,100,80,11,19,10,36,24.89,51.79,0.0633,0.9700,1.0000,5.2909,34.00
2023-02-08 18:00:00,300,281,19,50,50,0,80,20,150,33,40,35,100,82,5,15,5,10,13.57,62.19,0.0500,0.9367,1.0000,5.2037,32.00
2023-02-08 19:00:00,300,275,25,50,50,0,80,22,150,32,40,35,100,100,8,14,8,19,5.22,64.74,0.0467,0.9167,1.0000,5.0000,33.20
2023-02-08 20:00:00,300,270,30,50,50,0,80,27,150,47,40,36,100,69,8,13,5,19,10.29,63.89,0.0433,0.9000,1.0000,3.6000,32.00
2023-02-08 21:00:00,300,269,31,50,50,0,80,24,150,34,40,40,100,81,11,12,3,23,16.6,54.6,0.0400,0.8967,1.0000,4.5593,31.20
2023-02-08 22:00:00,300,269,31,50,50,0,80,2,150,0,40,33,100,71,1,1,0,1,15,66,0.0033,0.8967,1.0000,-33.6250,30.00
2023-02-08 23:00:00,300,271,29,50,50,0,80,3,150,0,40,25,100,57,4,2,4,2,20,61,0.0067,0.9033,1.0000,-33.8750,31.60
2023-02-09 00:00:00,300,271,29,50,50,0,80,1,150,0,40,28,100,100,3,3,3,1,30.5,60.5,0.0100,0.9033,1.0000,-22.5833,31.20
2023-02-09 01:00:00,300,270,30,50,50,0,80,3,150,1,40,27,100,100,1,2,1,0,7.75,68.25,0.0067,0.9000,1.0000,54.0000,30.40
2023-02-09 02:00:00,300,269,31,50,50,0,80,4,150,0,40,37,100,100,2,3,1,0,8,66,0.0100,0.8967,1.0000,269.0000,30.40
2023-02-09 03:00:00,300,270,30,50,50,0,80,9,150,0,40,31,100,55,4,3,1,0,10,64.5,0.0100,0.9000,1.0000,Infinity,30.40
2023-02-09 04:00:00,300,271,29,50,50,0,80,2,150,0,40,30,100,73,4,3,4,2,28,67.67,0.0100,0.9033,1.0000,Infinity,31.60
2023-02-09 05:00:00,300,272,28,50,50,0,80,8,150,0,40,30,100,71,3,2,3,1,5,57.67,0.0067,0.9067,1.0000,-68.0000,31.20
2023-02-09 06:00:00,300,267,33,50,50,0,80,32,150,51,40,40,100,72,6,11,3,19,10.73,56.45,0.0367,0.8900,1.0000,3.1786,31.20
