date,hour,hospital_id,department,medicine_name,medicine_category,quantity_used,stock_remaining,patient_count,emergency_cases,opd_cases,avg_wait_time_minutes,day_of_week,is_weekend,season,outbreak_period
2023-02-13,12,H003,Respiratory,Montelukast,respiratory,150,288,139,11,128,44,0,0,winter,0
2023-02-13,22,H001,ICU,Cephalexin,antibiotic,40,276,36,3,33,22,0,0,winter,0
2023-02-13,8,H005,ER,Amoxicillin,antibiotic,72,760,74,6,68,24,0,0,winter,0
2023-02-13,10,H004,Diabetes,Insulin,diabetic,102,339,111,10,101,29,0,0,winter,0
2023-02-13,8,H004,General,Paracetamol,fever,127,719,127,14,113,46,0,0,winter,0
2023-02-13,23,H005,Respiratory,Albuterol,respiratory,66,780,61,5,56,26,0,0,winter,0
2023-02-13,15,H007,ER,Azithromycin,antibiotic,49,848,35,3,32,25,0,0,winter,0
2023-02-13,2,H009,Diabetes,Metformin,diabetic,55,135,36,3,33,29,0,0,winter,0
2023-02-13,20,H006,Diabetes,Insulin,diabetic,121,247,122,11,111,33,0,0,winter,0
2023-02-13,11,H001,ICU,Cephalexin,antibiotic,144,316,126,14,112,32,0,0,winter,0
2023-02-13,9,H009,Diabetes,Insulin,diabetic,116,19,116,13,103,27,0,0,winter,0
2023-02-14,18,H007,Pediatrics,Ibuprofen,fever,91,845,79,8,71,26,1,0,winter,0
2023-02-14,13,H007,Pediatrics,Ibuprofen,fever,61,794,49,4,45,22,1,0,winter,0
2023-02-14,5,H002,General,Paracetamol,fever,38,839,35,3,32,25,1,0,winter,0
2023-02-14,18,H005,General,Ibuprofen,fever,143,159,134,12,122,31,1,0,winter,0
2023-02-14,8,H005,Cardiology,Aspirin,cardiac,136,635,131,12,119,32,1,0,winter,0
2023-02-14,6,H009,Cardiology,Atorvastatin,cardiac,33,351,22,2,20,26,1,0,winter,0
2023-02-14,10,H005,Diabetes,Insulin,diabetic,96,3,87,10,77,40,1,0,winter,0
2023-02-14,22,H004,ICU,Cephalexin,antibiotic,87,522,68,8,60,39,1,0,winter,0
2023-02-14,22,H010,Diabetes,Glipizide,diabetic,67,828,51,5,46,34,1,0,winter,0
2023-02-14,2,H003,General,Ibuprofen,fever,44,918,40,4,36,29,1,0,winter,0
2023-02-15,21,H004,Respiratory,Montelukast,respiratory,96,751,81,6,75,42,2,0,winter,0
2023-02-15,5,H010,Diabetes,Insulin,diabetic,80,748,71,6,65,23,2,0,winter,0
2023-02-15,18,H005,Diabetes,Insulin,diabetic,112,0,120,9,111,36,2,0,winter,0
2023-02-15,4,H006,Diabetes,Metformin,diabetic,47,200,28,3,25,26,2,0,winter,0
2023-02-15,20,H001,Diabetes,Insulin,diabetic,136,682,120,10,110,33,2,0,winter,0
2023-02-15,11,H003,Cardiology,Atorvastatin,cardiac,113,366,100,10,90,32,2,0,winter,0
2023-02-15,1,H009,Pediatrics,Paracetamol,fever,62,566,59,5,54,36,2,0,winter,0
2023-02-15,11,H003,Pediatrics,Paracetamol,fever,89,0,83,9,74,26,2,0,winter,0
2023-02-15,6,H008,Cardiology,Aspirin,cardiac,29,793,27,2,25,24,2,0,winter,0
2023-02-15,16,H001,Respiratory,Montelukast,respiratory,131,162,129,12,117,37,2,0,winter,0
2023-02-15,7,H006,Respiratory,Montelukast,respiratory,78,548,63,6,57,22,2,0,winter,0
2023-02-15,9,H001,Cardiology,Aspirin,cardiac,67,91,73,6,67,33,2,0,winter,0
2023-02-15,9,H010,ICU,Azithromycin,antibiotic,69,461,68,6,62,27,2,0,winter,0
2023-02-15,18,H001,Respiratory,Albuterol,respiratory,37,293,41,3,38,23,2,0,winter,0
2023-02-15,14,H007,Respiratory,Albuterol,respiratory,15,195,22,1,21,36,2,0,winter,0
2023-02-16,5,H004,Pediatrics,Ibuprofen,fever,47,352,50,5,45,27,3,0,winter,0
2023-02-16,3,H001,ER,Cephalexin,antibiotic,80,758,78,8,70,29,3,0,winter,0
2023-02-16,15,H010,Cardiology,Aspirin,cardiac,52,656,58,4,54,26,3,0,winter,0
2023-02-16,17,H010,Respiratory,Salbutamol,respiratory,126,382,110,12,98,40,3,0,winter,0
2023-02-16,10,H007,Cardiology,Aspirin,cardiac,53,497,53,5,48,29,3,0,winter,0
2023-02-16,0,H004,Diabetes,Glipizide,diabetic,61,252,68,5,63,32,3,0,winter,0
2023-02-16,20,H003,Cardiology,Atorvastatin,cardiac,79,287,61,5,56,39,3,0,winter,0
2023-02-16,4,H009,Pediatrics,Paracetamol,fever,60,458,45,3,42,35,3,0,winter,0
2023-02-16,16,H005,ICU,Amoxicillin,antibiotic,86,276,75,8,67,27,3,0,winter,0
2023-02-16,9,H008,Respiratory,Albuterol,respiratory,107,766,101,10,91,36,3,0,winter,0
2023-02-16,14,H010,General,Paracetamol,fever,58,574,68,7,61,21,3,0,winter,0
2023-02-16,7,H009,Pediatrics,Paracetamol,fever,48,518,34,2,32,29,3,0,winter,0
2023-02-16,15,H005,ICU,Azithromycin,antibiotic,80,408,77,7,70,35,3,0,winter,0
2023-02-16,18,H006,ICU,Amoxicillin,antibiotic,58,514,57,6,51,37,3,0,winter,0
2023-02-16,19,H005,ICU,Amoxicillin,antibiotic,46,362,53,5,48,21,3,0,winter,0
2023-02-16,20,H010,ER,Azithromycin,antibiotic,63,401,51,5,46,32,3,0,winter,0
2023-02-16,3,H004,Diabetes,Glipizide,diabetic,26,313,21,1,20,22,3,0,winter,0
2023-02-16,2,H005,Pediatrics,Ibuprofen,fever,47,149,46,4,42,31,3,0,winter,0
2023-02-16,18,H004,Cardiology,Atorvastatin,cardiac,137,521,122,10,112,32,3,0,winter,0
2023-02-16,14,H006,Respiratory,Salbutamol,respiratory,45,503,29,2,27,18,3,0,winter,0
2023-02-16,18,H008,Pediatrics,Paracetamol,fever,90,610,87,8,79,30,3,0,winter,0
2023-02-17,15,H005,Pediatrics,Ibuprofen,fever,55,94,44,4,40,20,4,0,winter,0
2023-02-17,23,H007,Respiratory,Albuterol,respiratory,46,149,29,2,27,29,4,0,winter,0
2023-02-17,22,H005,ICU,Amoxicillin,antibiotic,54,187,37,4,33,23,4,0,winter,0
2023-02-17,21,H005,ICU,Amoxicillin,antibiotic,35,241,25,2,23,34,4,0,winter,0
2023-02-17,0,H007,Pediatrics,Paracetamol,fever,80,824,73,8,65,34,4,0,winter,0
2023-02-17,16,H009,Pediatrics,Ibuprofen,fever,94,319,81,6,75,41,4,0,winter,0
2023-02-17,16,H008,Pediatrics,Paracetamol,fever,137,473,125,14,111,40,4,0,winter,0
2023-02-17,20,H009,General,Ibuprofen,fever,85,868,86,10,76,30,4,0,winter,0
2023-02-17,21,H002,Respiratory,Salbutamol,respiratory,52,853,42,5,37,26,4,0,winter,0
2023-02-17,6,H004,Respiratory,Albuterol,respiratory,63,688,65,6,59,39,4,0,winter,0
2023-02-17,18,H007,ER,Cephalexin,antibiotic,126,722,127,12,115,45,4,0,winter,0
2023-02-17,18,H006,Respiratory,Salbutamol,respiratory,104,445,88,7,81,28,4,0,winter,0
2023-02-17,5,H009,Pediatrics,Ibuprofen,fever,45,413,29,2,27,25,4,0,winter,0
2023-02-17,16,H005,Diabetes,Insulin,diabetic,111,0,104,12,92,29,4,0,winter,0
2023-02-18,15,H010,Pediatrics,Ibuprofen,fever,21,279,27,2,25,16,5,1,winter,0
2023-02-18,18,H003,ER,Azithromycin,antibiotic,72,142,60,5,55,35,5,1,winter,0
2023-02-18,13,H002,Pediatrics,Ibuprofen,fever,63,415,46,4,42,21,5,1,winter,0
2023-02-18,20,H008,Respiratory,Montelukast,respiratory,79,687,75,8,67,19,5,1,winter,0
2023-02-18,8,H006,Cardiology,Metoprolol,cardiac,76,151,59,4,55,34,5,1,winter,0
2023-02-18,10,H003,General,Ibuprofen,fever,79,839,84,8,76,36,5,1,winter,0
2023-02-18,21,H002,General,Ibuprofen,fever,27,812,28,2,26,16,5,1,winter,0
2023-02-18,14,H001,ER,Cephalexin,antibiotic,22,546,19,1,18,26,5,1,winter,0
2023-02-18,19,H004,Cardiology,Metoprolol,cardiac,58,463,39,4,35,24,5,1,winter,0
2023-02-18,0,H010,General,Ibuprofen,fever,31,543,23,2,21,22,5,1,winter,0
2023-02-18,4,H001,Diabetes,Glipizide,diabetic,32,650,27,3,24,24,5,1,winter,0
2023-02-18,16,H003,Diabetes,Metformin,diabetic,96,869,100,9,91,23,5,1,winter,0
2023-02-18,16,H010,Pediatrics,Paracetamol,fever,105,300,98,10,88,24,5,1,winter,0
2023-02-18,16,H009,Respiratory,Albuterol,respiratory,92,876,90,8,82,37,5,1,winter,0
2023-02-18,16,H002,ER,Cephalexin,antibiotic,65,653,72,6,66,17,5,1,winter,0
2023-02-18,9,H008,Cardiology,Atorvastatin,cardiac,26,767,34,3,31,18,5,1,winter,0
2023-02-18,13,H007,Respiratory,Albuterol,respiratory,39,110,34,3,31,30,5,1,winter,0
2023-02-18,0,H001,Pediatrics,Paracetamol,fever,48,219,42,4,38,33,5,1,winter,0
2023-02-18,15,H007,Pediatrics,Paracetamol,fever,34,790,18,1,17,29,5,1,winter,0
2023-02-19,5,H007,General,Paracetamol,fever,35,729,28,2,26,30,6,1,winter,0
2023-02-19,20,H007,ICU,Azithromycin,antibiotic,111,207,100,11,89,31,6,1,winter,0
2023-02-19,15,H009,ICU,Cephalexin,antibiotic,58,359,50,5,45,30,6,1,winter,0
2023-02-19,4,H001,General,Paracetamol,fever,18,825,15,1,14,16,6,1,winter,0
2023-02-19,2,H002,Diabetes,Metformin,diabetic,38,815,30,3,27,18,6,1,winter,0
2023-02-19,7,H007,ER,Cephalexin,antibiotic,28,694,28,2,26,23,6,1,winter,0
2023-02-19,16,H010,ER,Azithromycin,antibiotic,30,371,30,2,28,18,6,1,winter,0
2023-02-19,11,H006,General,Ibuprofen,fever,77,824,64,5,59,23,6,1,winter,0
2023-02-19,3,H008,ER,Cephalexin,antibiotic,46,222,42,4,38,29,6,1,winter,0
2023-02-19,4,H006,Diabetes,Metformin,diabetic,41,620,48,5,43,22,6,1,winter,0
2023-02-19,15,H010,Diabetes,Glipizide,diabetic,54,694,61,6,55,19,6,1,winter,0
2023-02-19,23,H004,Diabetes,Glipizide,diabetic,33,219,26,2,24,31,6,1,winter,0
2023-02-20,5,H001,Diabetes,Metformin,diabetic,28,622,33,2,31,18,0,0,winter,0
2023-02-20,5,H005,ICU,Cephalexin,antibiotic,15,172,21,2,19,24,0,0,winter,0
2023-02-20,19,H001,Respiratory,Montelukast,respiratory,75,87,62,5,57,40,0,0,winter,0
2023-02-20,12,H001,ICU,Azithromycin,antibiotic,133,229,135,12,123,37,0,0,winter,0
2023-02-20,7,H007,Respiratory,Salbutamol,respiratory,75,185,75,6,69,27,0,0,winter,0
2023-02-20,3,H004,Cardiology,Atorvastatin,cardiac,61,402,68,7,61,33,0,0,winter,0
2023-02-20,20,H010,ICU,Cephalexin,antibiotic,76,528,77,9,68,39,0,0,winter,0
2023-02-20,19,H002,Diabetes,Metformin,diabetic,150,540,134,15,119,43,0,0,winter,0
2023-02-20,5,H006,Respiratory,Albuterol,respiratory,55,643,51,6,45,32,0,0,winter,0
2023-02-20,16,H008,Pediatrics,Ibuprofen,fever,75,398,60,6,54,36,0,0,winter,0
2023-02-20,9,H004,ICU,Amoxicillin,antibiotic,38,484,43,4,39,24,0,0,winter,0
2023-02-20,16,H001,Pediatrics,Ibuprofen,fever,69,150,68,6,62,26,0,0,winter,0
2023-02-20,21,H006,Pediatrics,Paracetamol,fever,87,883,79,7,72,37,0,0,winter,0
2023-02-20,9,H007,General,Paracetamol,fever,137,592,125,10,115,31,0,0,winter,0
2023-02-20,16,H002,Diabetes,Glipizide,diabetic,125,690,129,13,116,27,0,0,winter,0
2023-02-20,10,H002,Cardiology,Metoprolol,cardiac,144,397,139,12,127,44,0,0,winter,0
2023-02-21,14,H005,ER,Amoxicillin,antibiotic,58,889,48,4,44,30,1,0,winter,0
2023-02-21,23,H002,ER,Azithromycin,antibiotic,46,731,44,4,40,26,1,0,winter,0
2023-02-21,14,H006,ER,Azithromycin,antibiotic,42,328,47,4,43,34,1,0,winter,0
2023-02-21,14,H010,ER,Amoxicillin,antibiotic,67,304,77,6,71,23,1,0,winter,0
2023-02-21,17,H003,General,Ibuprofen,fever,83,756,84,7,77,23,1,0,winter,0
2023-02-21,4,H002,Cardiology,Metoprolol,cardiac,42,355,41,3,38,28,1,0,winter,0
2023-02-21,8,H009,Respiratory,Montelukast,respiratory,97,779,101,8,93,28,1,0,winter,0
2023-02-21,22,H009,ICU,Azithromycin,antibiotic,71,288,71,6,65,24,1,0,winter,0
2023-02-21,11,H004,ER,Amoxicillin,antibiotic,120,235,119,13,106,38,1,0,winter,0
2023-02-21,16,H002,Pediatrics,Paracetamol,fever,43,372,52,5,47,35,1,0,winter,0
2023-02-22,19,H001,Pediatrics,Paracetamol,fever,140,10,129,14,115,40,2,0,winter,0
2023-02-22,2,H002,Respiratory,Salbutamol,respiratory,69,784,69,6,63,39,2,0,winter,0
2023-02-22,13,H010,ER,Azithromycin,antibiotic,68,236,76,6,70,38,2,0,winter,0
2023-02-22,22,H007,Cardiology,Atorvastatin,cardiac,34,463,25,2,23,30,2,0,winter,0
2023-02-22,18,H006,Diabetes,Glipizide,diabetic,55,565,42,4,38,22,2,0,winter,0
2023-02-22,9,H005,ER,Cephalexin,antibiotic,125,764,130,13,117,29,2,0,winter,0
2023-02-22,6,H008,General,Paracetamol,fever,42,651,45,4,41,19,2,0,winter,0
2023-02-22,8,H004,General,Paracetamol,fever,79,640,77,6,71,31,2,0,winter,0
2023-02-22,10,H002,Pediatrics,Ibuprofen,fever,107,265,116,10,106,30,2,0,winter,0
2023-02-22,13,H003,General,Paracetamol,fever,82,674,80,7,73,26,2,0,winter,0
2023-02-22,23,H006,ER,Amoxicillin,antibiotic,59,269,54,4,50,38,2,0,winter,0
2023-02-22,12,H007,ER,Amoxicillin,antibiotic,92,464,76,8,68,32,2,0,winter,0
2023-02-22,21,H004,Pediatrics,Ibuprofen,fever,68,694,64,6,58,25,2,0,winter,0
2023-02-22,12,H002,ICU,Azithromycin,antibiotic,92,760,79,6,73,31,2,0,winter,0
2023-02-22,23,H008,ER,Cephalexin,antibiotic,37,185,36,3,33,19,2,0,winter,0
2023-02-23,8,H008,ICU,Amoxicillin,antibiotic,85,449,66,5,61,29,3,0,winter,0
2023-02-23,12,H006,Diabetes,Metformin,diabetic,45,495,37,3,34,33,3,0,winter,0
2023-02-23,15,H010,Cardiology,Aspirin,cardiac,37,619,20,1,19,23,3,0,winter,0
2023-02-23,9,H004,ER,Cephalexin,antibiotic,90,145,72,6,66,40,3,0,winter,0
2023-02-23,7,H008,Respiratory,Albuterol,respiratory,66,263,65,7,58,27,3,0,winter,0
2023-02-23,2,H004,ICU,Azithromycin,antibiotic,79,405,72,7,65,25,3,0,winter,0
2023-02-23,4,H001,Cardiology,Aspirin,cardiac,68,757,49,4,45,27,3,0,winter,0
2023-02-23,19,H001,Diabetes,Insulin,diabetic,116,506,118,11,107,45,3,0,winter,0
2023-02-23,4,H002,Diabetes,Metformin,diabetic,80,460,75,7,68,27,3,0,winter,0
2023-02-23,5,H008,Pediatrics,Ibuprofen,fever,74,232,67,6,61,28,3,0,winter,0
2023-02-23,20,H001,ICU,Amoxicillin,antibiotic,55,174,51,5,46,28,3,0,winter,0
2023-02-23,2,H002,Cardiology,Atorvastatin,cardiac,78,277,70,6,64,33,3,0,winter,0
2023-02-23,20,H008,Respiratory,Montelukast,respiratory,69,329,67,6,61,34,3,0,winter,0
2023-02-23,4,H003,Pediatrics,Ibuprofen,fever,15,439,21,2,19,27,3,0,winter,0
2023-02-23,3,H006,Diabetes,Glipizide,diabetic,25,540,22,2,20,28,3,0,winter,0
2023-02-23,17,H010,Diabetes,Metformin,diabetic,91,603,76,8,68,29,3,0,winter,0
2023-02-23,18,H005,General,Ibuprofen,fever,59,648,42,4,38,25,3,0,winter,0
2023-02-24,16,H004,Respiratory,Montelukast,respiratory,66,406,63,6,57,22,4,0,winter,0
2023-02-24,19,H003,Pediatrics,Ibuprofen,fever,129,310,111,10,101,35,4,0,winter,0
2023-02-24,23,H004,Diabetes,Glipizide,diabetic,58,252,67,6,61,38,4,0,winter,0
2023-02-24,12,H010,Respiratory,Salbutamol,respiratory,70,929,64,7,57,34,4,0,winter,0
2023-02-24,3,H001,ICU,Cephalexin,antibiotic,67,107,55,4,51,37,4,0,winter,0
2023-02-24,16,H002,Diabetes,Insulin,diabetic,106,354,101,10,91,27,4,0,winter,0
2023-02-24,13,H004,ICU,Cephalexin,antibiotic,75,330,83,9,74,28,4,0,winter,0
2023-02-24,20,H007,ICU,Azithromycin,antibiotic,51,278,56,6,50,34,4,0,winter,0
2023-02-24,15,H006,Diabetes,Glipizide,diabetic,47,448,42,3,39,25,4,0,winter,0
2023-02-24,10,H007,ICU,Azithromycin,antibiotic,92,186,95,9,86,40,4,0,winter,0
2023-02-24,7,H005,Respiratory,Salbutamol,respiratory,85,402,71,7,64,39,4,0,winter,0
2023-02-24,4,H007,Respiratory,Salbutamol,respiratory,76,505,67,6,61,26,4,0,winter,0
2023-02-24,17,H008,ER,Cephalexin,antibiotic,76,109,61,5,56,29,4,0,winter,0
2023-02-24,11,H010,Diabetes,Glipizide,diabetic,149,454,137,15,122,36,4,0,winter,0
2023-02-25,15,H002,General,Paracetamol,fever,67,745,51,5,46,31,5,1,winter,0
2023-02-25,20,H008,Respiratory,Albuterol,respiratory,50,213,54,4,50,22,5,1,winter,0
2023-02-25,10,H003,Cardiology,Aspirin,cardiac,65,401,49,5,44,27,5,1,winter,0
2023-02-25,3,H007,Pediatrics,Ibuprofen,fever,48,742,45,5,40,32,5,1,winter,0
2023-02-25,21,H007,ICU,Cephalexin,antibiotic,57,129,53,4,49,28,5,1,winter,0
2023-02-25,19,H009,Diabetes,Glipizide,diabetic,56,566,63,6,57,34,5,1,winter,0
2023-02-25,13,H007,ER,Amoxicillin,antibiotic,32,432,16,1,15,21,5,1,winter,0
2023-02-25,16,H003,Diabetes,Metformin,diabetic,74,754,57,6,51,20,5,1,winter,0
2023-02-25,5,H001,ER,Cephalexin,antibiotic,62,484,48,5,43,31,5,1,winter,0
2023-02-26,23,H009,Cardiology,Metoprolol,cardiac,28,447,22,2,20,25,6,1,winter,0
2023-02-26,0,H003,General,Ibuprofen,fever,54,223,38,3,35,27,6,1,winter,0
2023-02-26,1,H001,ER,Cephalexin,antibiotic,30,596,19,1,18,30,6,1,winter,0
2023-02-26,11,H001,Pediatrics,Ibuprofen,fever,39,0,33,3,30,22,6,1,winter,0
2023-02-26,22,H004,Respiratory,Montelukast,respiratory,28,378,36,3,33,19,6,1,winter,0
2023-02-26,10,H001,ER,Cephalexin,antibiotic,22,626,25,2,23,24,6,1,winter,0
2023-02-26,16,H006,ER,Cephalexin,antibiotic,30,239,33,3,30,30,6,1,winter,0
2023-02-26,22,H004,General,Paracetamol,fever,50,590,35,3,32,14,6,1,winter,0
2023-02-26,7,H003,Respiratory,Albuterol,respiratory,71,132,54,5,49,21,6,1,winter,0
2023-02-26,19,H006,Cardiology,Aspirin,cardiac,25,484,23,2,21,30,6,1,winter,0
2023-02-27,3,H007,Respiratory,Montelukast,respiratory,50,455,48,4,44,27,0,0,winter,0
2023-02-27,1,H006,Diabetes,Insulin,diabetic,42,406,52,5,47,32,0,0,winter,0
2023-02-27,17,H005,Cardiology,Aspirin,cardiac,75,560,62,5,57,25,0,0,winter,0
2023-02-27,14,H007,ICU,Azithromycin,antibiotic,52,77,33,3,30,30,0,0,winter,0
2023-02-27,7,H001,Cardiology,Atorvastatin,cardiac,96,661,84,9,75,41,0,0,winter,0
2023-02-27,10,H002,Pediatrics,Ibuprofen,fever,111,154,106,11,95,43,0,0,winter,0
2023-02-27,9,H003,Cardiology,Metoprolol,cardiac,119,282,119,14,105,33,0,0,winter,0
2023-02-27,15,H007,ER,Cephalexin,antibiotic,55,377,51,4,47,39,0,0,winter,0
2023-02-27,15,H005,Respiratory,Salbutamol,respiratory,92,310,94,8,86,40,0,0,winter,0
2023-02-27,19,H007,Diabetes,Insulin,diabetic,48,681,55,5,50,39,0,0,winter,0
2023-02-27,1,H008,Respiratory,Salbutamol,respiratory,89,124,70,7,63,27,0,0,winter,0
2023-02-27,23,H009,Cardiology,Aspirin,cardiac,54,393,39,3,36,24,0,0,winter,0
2023-02-27,23,H008,ER,Azithromycin,antibiotic,63,46,57,6,51,26,0,0,winter,0
2023-02-27,20,H001,ER,Azithromycin,antibiotic,113,483,102,9,93,31,0,0,winter,0
2023-02-28,15,H004,ICU,Azithromycin,antibiotic,60,332,55,4,51,21,1,0,winter,0
2023-02-28,2,H008,ICU,Amoxicillin,antibiotic,18,956,23,2,21,24,1,0,winter,0
2023-02-28,2,H008,General,Paracetamol,fever,50,601,51,4,47,25,1,0,winter,0
2023-02-28,0,H004,Respiratory,Salbutamol,respiratory,19,359,27,2,25,28,1,0,winter,0
2023-02-28,0,H004,Diabetes,Insulin,diabetic,68,184,66,7,59,24,1,0,winter,0
2023-02-28,18,H004,ER,Azithromycin,antibiotic,106,39,111,11,100,26,1,0,winter,0
2023-02-28,1,H003,General,Paracetamol,fever,31,192,24,2,22,27,1,0,winter,0
2023-02-28,11,H002,Respiratory,Albuterol,respiratory,86,719,71,8,63,27,1,0,winter,0
2023-02-28,5,H007,Pediatrics,Ibuprofen,fever,51,691,52,5,47,23,1,0,winter,0
2023-02-28,20,H003,Respiratory,Salbutamol,respiratory,83,49,73,8,65,30,1,0,winter,0
2023-02-28,20,H009,Pediatrics,Ibuprofen,fever,78,676,70,6,64,23,1,0,winter,0
2023-02-28,18,H002,Diabetes,Metformin,diabetic,56,298,51,5,46,29,1,0,winter,0
2023-02-28,20,H001,Diabetes,Insulin,diabetic,134,310,137,13,124,29,1,0,winter,0
2023-02-28,14,H005,Diabetes,Glipizide,diabetic,91,873,90,10,80,36,1,0,winter,0
2023-02-28,6,H001,ICU,Cephalexin,antibiotic,64,43,64,5,59,32,1,0,winter,0
2023-02-28,19,H009,Pediatrics,Paracetamol,fever,42,754,51,4,47,28,1,0,winter,0
2023-02-28,20,H007,Diabetes,Metformin,diabetic,132,549,117,13,104,32,1,0,winter,0
2023-02-28,0,H007,ICU,Amoxicillin,antibiotic,22,55,28,2,26,28,1,0,winter,0
2023-02-28,1,H005,Cardiology,Atorvastatin,cardiac,78,714,78,6,72,35,1,0,winter,0
2023-02-28,4,H010,General,Paracetamol,fever,60,652,61,6,55,37,1,0,winter,0
2023-02-28,22,H010,ER,Cephalexin,antibiotic,28,499,38,4,34,30,1,0,winter,0
2023-02-28,13,H007,Cardiology,Atorvastatin,cardiac,88,891,88,8,80,28,1,0,winter,0
2023-02-28,3,H005,General,Paracetamol,fever,34,614,34,3,31,32,1,0,winter,0
2023-02-28,13,H010,ER,Amoxicillin,antibiotic,83,524,68,5,63,33,1,0,winter,0
2023-03-01,16,H010,General,Ibuprofen,fever,72,580,57,6,51,34,2,0,summer,0
2023-03-01,10,H005,Respiratory,Salbutamol,respiratory,114,196,116,13,103,37,2,0,summer,0
2023-03-01,15,H006,Cardiology,Metoprolol,cardiac,70,414,74,6,68,40,2,0,summer,0
2023-03-01,16,H008,Pediatrics,Paracetamol,fever,43,189,31,2,29,26,2,0,summer,0
2023-03-01,13,H002,Respiratory,Montelukast,respiratory,89,580,78,6,72,40,2,0,summer,0
2023-03-01,21,H009,Pediatrics,Paracetamol,fever,52,624,38,3,35,24,2,0,summer,0
2023-03-01,21,H002,Respiratory,Salbutamol,respiratory,50,669,48,3,45,27,2,0,summer,0
2023-03-01,5,H010,Respiratory,Montelukast,respiratory,60,869,44,3,41,25,2,0,summer,0
2023-03-01,1,H009,Respiratory,Montelukast,respiratory,49,730,34,3,31,24,2,0,summer,0
2023-03-01,10,H006,Diabetes,Glipizide,diabetic,76,330,83,7,76,26,2,0,summer,0
2023-03-01,21,H009,Pediatrics,Ibuprofen,fever,13,611,23,2,21,24,2,0,summer,0
2023-03-02,5,H010,ICU,Amoxicillin,antibiotic,18,510,25,2,23,36,3,0,summer,0
2023-03-02,6,H010,Pediatrics,Paracetamol,fever,66,157,62,6,56,40,3,0,summer,0
2023-03-02,8,H006,ER,Azithromycin,antibiotic,59,237,43,4,39,23,3,0,summer,0
2023-03-02,8,H006,General,Paracetamol,fever,74,269,77,7,70,22,3,0,summer,0
2023-03-02,23,H006,Respiratory,Albuterol,respiratory,60,583,51,4,47,21,3,0,summer,0
2023-03-02,2,H004,Cardiology,Atorvastatin,cardiac,28,956,19,1,18,31,3,0,summer,0
2023-03-02,18,H007,Diabetes,Glipizide,diabetic,89,460,72,6,66,32,3,0,summer,0
2023-03-02,17,H008,Diabetes,Metformin,diabetic,28,522,37,4,33,32,3,0,summer,0
2023-03-02,20,H010,Cardiology,Aspirin,cardiac,101,277,82,9,73,29,3,0,summer,0
2023-03-02,12,H005,ICU,Azithromycin,antibiotic,62,243,69,7,62,26,3,0,summer,0
2023-03-02,13,H006,ER,Azithromycin,antibiotic,88,296,78,6,72,25,3,0,summer,0
2023-03-02,1,H007,General,Ibuprofen,fever,52,776,37,3,34,20,3,0,summer,0
2023-03-02,21,H005,Pediatrics,Paracetamol,fever,47,627,39,3,36,37,3,0,summer,0
2023-03-02,15,H006,Cardiology,Metoprolol,cardiac,81,333,66,7,59,21,3,0,summer,0
2023-03-02,15,H002,Cardiology,Aspirin,cardiac,63,214,56,5,51,38,3,0,summer,0
2023-03-02,11,H002,General,Paracetamol,fever,78,415,68,7,61,26,3,0,summer,0
2023-03-02,22,H005,ICU,Azithromycin,antibiotic,61,305,59,5,54,36,3,0,summer,0
2023-03-02,0,H006,Cardiology,Metoprolol,cardiac,57,276,51,5,46,21,3,0,summer,0
2023-03-03,4,H007,Cardiology,Atorvastatin,cardiac,59,832,54,5,49,25,4,0,summer,0
2023-03-03,8,H010,Respiratory,Salbutamol,respiratory,28,685,38,3,35,27,4,0,summer,0
2023-03-03,8,H002,Diabetes,Glipizide,diabetic,46,252,48,5,43,32,4,0,summer,0
2023-03-03,11,H005,Diabetes,Glipizide,diabetic,90,957,81,8,73,38,4,0,summer,0
2023-03-03,6,H001,General,Ibuprofen,fever,38,949,23,1,22,22,4,0,summer,0
2023-03-03,18,H005,Diabetes,Metformin,diabetic,117,1047,107,11,96,32,4,0,summer,0
2023-03-03,21,H009,Diabetes,Insulin,diabetic,55,511,65,6,59,36,4,0,summer,0
2023-03-03,19,H001,Diabetes,Insulin,diabetic,90,220,82,9,73,30,4,0,summer,0
2023-03-03,10,H002,Cardiology,Metoprolol,cardiac,119,95,106,12,94,37,4,0,summer,0
2023-03-03,13,H010,Respiratory,Albuterol,respiratory,49,713,42,4,38,33,4,0,summer,0
2023-03-03,15,H002,General,Paracetamol,fever,50,365,55,5,50,28,4,0,summer,0
2023-03-03,2,H004,ER,Azithromycin,antibiotic,30,9,11,1,10,31,4,0,summer,0
2023-03-03,1,H006,Cardiology,Atorvastatin,cardiac,34,242,17,1,16,27,4,0,summer,0
2023-03-03,15,H006,ICU,Amoxicillin,antibiotic,39,888,37,3,34,34,4,0,summer,0
2023-03-03,11,H003,Pediatrics,Ibuprofen,fever,105,205,89,8,81,31,4,0,summer,0
2023-03-03,21,H010,Respiratory,Salbutamol,respiratory,52,762,43,5,38,35,4,0,summer,0
2023-03-03,9,H010,Respiratory,Albuterol,respiratory,55,814,53,5,48,35,4,0,summer,0
2023-03-03,23,H004,ER,Azithromycin,antibiotic,37,0,44,4,40,19,4,0,summer,0
2023-03-04,9,H008,Pediatrics,Paracetamol,fever,35,154,42,4,38,19,5,1,summer,0
2023-03-04,10,H007,Diabetes,Insulin,diabetic,87,373,79,7,72,34,5,1,summer,0
